latitude,longitude,severity,cluster
32.910713,-80.02770699999998,2,0
42.66177,-88.93387,4,3
43.955924,-91.658064,2,3
38.992518,-76.986915,2,4
44.95143,-93.02203,2,3
34.344301,-118.50464,2,1
34.114745,-80.888674,2,0
36.144241,-86.695099,3,3
33.968304,-117.848915,2,1
34.899978999999995,-82.315071,2,0
33.876717,-118.185972,2,1
37.903481,-122.070457,2,1
36.094503,-86.62486899999998,2,3
37.552509,-122.308151,2,1
27.581997,-82.582634,3,0
32.267025,-86.354919,3,0
34.044825,-118.216047,2,1
39.160149,-94.49691,2,3
40.736889,-73.582993,2,4
27.300548,-82.49762700000002,2,0
45.251899,-92.921169,2,3
40.843166,-78.13492600000002,2,4
25.887117,-80.12218399999998,2,0
29.701569,-95.371841,2,2
40.382397,-75.390701,2,4
33.62858176215349,-113.75318169539568,2,1
37.863491,-122.035759,3,1
34.072786,-118.466447,2,1
35.199543,-119.003201,2,1
32.359821000000004,-86.245003,2,0
42.379162,-83.21620899999998,3,3
37.894206,-104.829116,2,2
36.16787,-86.82079,2,3
39.599613,-119.837349,2,1
35.358807,-118.932003,2,1
40.076604,-75.127021,2,4
39.46047100000001,-77.512183,2,4
27.755024,-82.725167,2,0
39.534549,-119.81576,2,1
34.201121,-118.471025,2,1
39.145284,-77.66999,2,4
43.022284,-78.13764300000003,2,4
28.447594,-81.47094200000002,2,0
30.339247,-97.687286,2,2
40.853439,-73.96347,3,4
36.703676,-119.7274,2,1
40.00935,-74.85096,3,4
34.052609999999994,-118.22647,2,1
33.841877000000004,-80.731941,2,0
40.00084519,-75.82346319999998,2,4
37.52149,-109.4941,2,1
32.829341,-96.8257,2,2
44.836718,-93.398278,2,3
29.354818,-98.527266,2,2
37.50281,-77.722326,2,4
33.899216,-84.47131800000002,2,0
33.364574,-82.076797,2,0
30.180986,-81.7396,2,0
45.506433,-122.715429,2,1
40.072372,-76.268105,2,4
33.807169,-118.207023,2,1
34.042949,-118.272635,2,1
30.394621,-97.706596,2,2
37.758668,-122.212405,2,1
37.585072,-121.872681,3,1
43.870013,-95.114077,2,3
37.163121,-121.664068,3,1
39.78431,-105.11665,3,2
31.291983,-89.303436,2,0
45.576553,-122.643944,2,1
32.380759999999995,-111.216743,4,1
41.857899,-88.138573,2,3
41.35087,-81.490338,2,4
38.910633,-77.21751400000002,3,4
44.114427,-121.291871,2,1
34.024059,-117.335464,2,1
37.40328,-122.04709,2,1
42.167492,-87.8714,2,3
34.130871,-117.92896299999998,2,1
29.66438,-95.4639,2,2
33.586732,-84.510786,2,0
39.011238,-122.895859,2,1
40.42525,-123.158207,2,1
25.94183,-80.350319,3,0
38.500721,-122.757702,2,1
38.395725,-122.357085,2,1
41.817032,-71.398689,3,4
35.215731,-80.84637,2,0
44.334747,-121.011596,2,1
33.955890000000004,-118.30026,4,1
45.318466,-111.785913,2,1
39.168724,-84.424242,2,3
44.552791,-121.167887,2,1
39.955773,-76.718532,2,4
41.892159,-87.652725,3,3
42.48116,-83.44126999999997,4,3
33.708014,-84.204806,2,0
32.924423,-96.769058,3,2
41.058548,-73.828552,3,4
34.34729,-117.46883400000002,3,1
47.232819,-122.436134,3,1
27.967489,-82.56750500000003,2,0
25.890073,-80.190478,2,0
35.252563,-80.734501,2,0
40.161396,-75.47995,2,4
47.19012,-122.4644,4,1
33.703659,-117.952454,3,1
38.177649,-120.947056,2,1
40.09864926,-83.1390059,2,3
42.144523,-87.825135,2,3
40.47072,-74.43254,3,4
33.934795,-118.038703,2,1
39.81282,-105.025299,2,2
32.72995591148028,-117.10763812009284,2,1
29.87203,-95.40891,3,2
40.766868,-74.22423,2,4
33.91876,-84.338,3,0
29.62256,-95.19761,2,2
39.964291,-75.596649,2,4
38.574223,-121.406075,2,1
38.50825,-121.45849,2,1
38.387133,-122.741543,2,1
40.699623,-111.902473,3,1
34.13539,-118.00448,2,1
41.067973,-81.504305,2,4
35.99945800000001,-83.958969,2,0
37.74287,-121.561752,3,1
40.279758,-78.97171,2,4
26.224845,-81.736246,2,0
39.455041,-104.875203,2,2
39.397847,-77.408498,2,4
37.463905,-77.500817,2,4
40.244506,-75.288635,2,4
40.754518,-73.54951700000002,2,4
25.898508,-80.18675999999998,2,0
35.118430852722554,-118.98694395962244,2,1
39.244732,-121.047234,2,1
35.857685,-90.655869,2,3
34.46757674200789,-117.3485648626454,2,1
40.63511252383883,-111.90486073440596,2,1
41.853119,-71.426651,2,4
34.06898,-118.21689,2,1
35.676245,-76.99876400000002,4,4
39.790249,-121.891418,2,1
34.072078999999995,-118.07309,3,1
33.538525,-112.131596,2,1
34.326299,-118.504425,2,1
44.956074,-93.191826,3,3
35.895226,-84.701385,3,0
32.235469,-110.825475,2,1
40.615178346440246,-77.57232785187925,2,4
36.06664,-86.68678,2,3
28.652722,-81.46819599999998,2,0
27.300548,-82.49762700000002,2,0
35.288551,-80.729968,2,0
38.568849,-121.33628,2,1
33.56758,-112.0825,1,1
28.23267,-81.64874300000002,3,0
34.660053000000005,-86.483749,2,0
34.028255,-118.433025,2,1
30.45188,-97.662491,2,2
44.950783,-93.107481,2,3
43.321046,-71.89284599999998,2,4
34.129723,-117.933701,3,1
43.03573250750048,-87.93417334514649,2,3
28.542575,-81.277571,2,0
35.642307,-80.92757399999998,2,0
34.071873,-118.089035,3,1
32.884602,-80.704369,2,0
39.030542,-77.005321,2,4
40.630322,-73.885963,2,4
29.729034,-95.525131,2,2
29.61673900000001,-95.192009,2,2
38.46181,-121.389131,2,1
35.688804,-78.554016,2,4
37.570664,-77.384033,2,4
39.740429,-84.186539,2,3
32.444959000000004,-93.7196,2,2
33.507622,-81.652863,2,0
41.570759,-72.65207,2,4
40.681622,-112.272202,2,1
42.669682,-73.73761,3,4
34.048119,-118.447281,3,1
39.938961,-76.88945799999998,2,4
33.736389,-117.994492,2,1
30.273676,-81.768857,2,0
37.30239,-120.568579,2,1
25.73417,-80.302918,2,0
26.78788,-80.09911,3,0
39.19276,-78.13386,2,4
33.884048,-118.028969,3,1
40.076492,-75.366212,2,4
40.907453298373646,-73.88639330828724,2,4
35.076744,-89.95121800000004,2,3
42.080471,-70.940811,2,4
42.514221,-71.027939,2,4
42.351097,-83.04805,3,3
45.206712,-93.403776,4,3
35.205025,-80.835922,2,0
45.00066,-92.88318,2,3
39.698612,-86.14859,3,3
41.856918,-87.992508,2,3
37.531944,-122.006439,3,1
35.2085,-80.670097,2,0
30.29825,-97.705719,2,2
26.00807600000001,-80.281664,2,0
33.426970000000004,-80.686472,2,0
39.378635,-76.450066,3,4
32.70214,-96.83461,2,2
33.935158,-118.36826299999998,3,1
34.036537,-118.156273,2,1
38.923496,-77.524292,2,4
43.057106,-123.33581,2,1
28.033537,-82.648476,2,0
30.337704,-91.116238,2,2
40.895729,-73.874802,2,4
37.854958,-122.493698,2,1
25.788918,-80.200386,3,0
27.900398,-82.638931,3,0
34.049473,-118.448677,3,1
33.988261,-118.403543,2,1
40.669752,-74.178048,2,4
33.774829,-118.007686,2,1
32.908526658854925,-80.0268495079039,2,0
37.539466,-122.01732,2,1
33.167819,-87.528738,2,0
30.462086,-84.222443,2,0
36.779511,-119.610168,2,1
40.81932800000001,-73.83627299999998,3,4
39.52047,-122.20743600000002,2,1
28.18453400000001,-81.439316,2,0
44.663458,-123.05916299999998,2,1
27.960879,-82.786392,2,0
41.569787,-87.36739,2,3
28.336745,-81.489887,2,0
41.218722,-112.02571100000002,2,1
33.941727,-84.505447,4,0
33.866562,-117.712608,2,1
28.551979,-81.47738100000002,2,0
30.44745300000001,-91.244469,3,2
34.036390000000004,-117.3222,2,1
25.883412,-80.220671,2,0
32.729538,-97.503761,3,2
41.76899,-72.66121700000002,3,4
40.66745,-73.774162,2,4
33.392159,-117.19294,2,1
37.517521,-77.256905,3,4
35.054337,-80.812035,2,0
32.729295,-117.169417,2,1
47.919006,-114.34555,2,1
37.035434,-76.38849599999998,2,4
28.579883,-81.37196,2,0
32.977642,-97.163277,2,2
39.472366,-75.17217,2,4
41.195584,-73.28154599999998,2,4
35.732356,-80.375558,2,0
33.573069,-117.217348,2,1
42.399162,-87.828461,2,3
32.37941,-99.148094,4,2
42.261444,-85.08094799999998,2,3
33.875331,-118.193156,2,1
43.082723,-77.496927,2,4
42.102715,-78.508133,3,4
38.281372,-122.269112,2,1
40.60448,-74.050983,2,4
35.911808,-78.770706,2,4
33.771179,-84.371758,2,0
36.267769,-86.702057,2,3
40.477833,-74.4067,3,4
40.70478559,-111.90353036,2,1
41.58223,-77.215111,2,4
40.21303,-75.226365,2,4
42.36001,-88.03327,2,3
38.704854,-90.674799,2,3
27.542721000000004,-82.47739399999998,2,0
33.82502675040328,-84.25274491269944,2,0
40.051215,-75.632737,2,4
40.714381,-73.83081800000002,2,4
37.745547,-121.339342,2,1
33.998127000000004,-118.369476,2,1
40.227104,-76.304898,4,4
35.58009000000001,-97.531357,2,2
30.297819,-92.070343,2,2
33.95676,-117.861147,2,1
34.029792,-117.712334,2,1
39.266845,-123.78582,2,1
33.903149,-84.241173,3,0
36.90338,-76.241623,2,4
34.07185,-118.090599,3,1
37.622892,-118.839467,2,1
33.989197,-118.24115,2,1
42.74787783602358,-123.36684107721632,2,1
34.186409000000005,-80.211472,3,0
33.553139,-112.17749,2,1
30.246199,-97.927204,2,2
33.452,-82.046425,2,0
45.009788,-121.500824,2,1
38.81673,-90.953529,3,3
40.060226,-76.277069,2,4
41.668201,-73.78890200000002,2,4
34.981171,-81.99781,2,0
37.987347,-121.344704,3,1
34.12009119971218,-117.7068865293612,2,1
44.66189,-119.13656,2,1
34.064583,-81.044228,3,0
30.238190000000003,-85.57195300000002,1,0
33.03238,-117.078262,2,1
32.711685,-117.12528600000002,2,1
29.814501,-95.390961,2,2
28.551978,-81.47721999999997,2,0
37.826529,-121.185639,2,1
30.320854,-81.702083,2,0
33.619534,-84.489326,3,0
41.11718,-73.499557,2,4
36.224396,-119.333855,2,1
33.265562,-80.566515,2,0
25.232961,-80.432794,2,0
37.314266,-120.522494,2,1
35.11816,-80.93146,2,0
28.659340000000004,-81.38843,2,0
29.802078008509625,-95.4513323302486,2,2
42.276785,-88.04045699999998,2,3
34.039975,-118.57613899999998,2,1
25.865997,-80.234176,2,0
37.550838,-122.376007,2,1
42.995979,-83.63404799999998,2,3
45.670991,-111.172457,2,1
40.045139,-76.513649,2,4
34.076786,-80.944108,2,0
36.88918233,-76.22985005,2,4
34.073395,-80.970383,3,0
34.267738,-118.442451,2,1
34.164175,-82.106849,4,0
34.228516,-119.169934,2,1
33.930855,-118.178709,2,1
34.396431,-92.828653,2,2
33.878784,-84.272743,3,0
32.889706,-96.981339,2,2
34.147278070287,-84.7427523132098,2,0
32.16326,-110.96817,1,1
34.151199,-84.173805,2,0
35.23676,-80.77563,2,0
36.898071,-121.776558,2,1
40.237685,-75.651816,2,4
27.96673,-82.41001,2,0
34.675403,-82.570676,2,0
32.228809000000005,-110.892464,2,1
38.63956,-121.38334,2,1
28.768641,-80.893532,3,0
41.316394,-74.10392900000002,2,4
34.02943,-117.329796,3,1
32.50581,-84.94983,4,0
34.069049,-117.278665,2,1
41.29218936,-73.83302808,2,4
33.722111,-84.394989,3,0
37.607868,-78.608013,4,4
39.997971,-75.746162,2,4
33.937897,-81.08962199999998,2,0
40.822073221012005,-76.87330126725733,2,4
33.578667,-81.838722,2,0
34.744559,-82.48260400000002,2,0
32.734047,-96.648361,2,2
28.478437,-81.582611,2,0
43.250782,-88.181923,2,3
35.257816,-81.047348,3,0
38.820542,-77.46464499999998,2,4
34.999657,-82.01139,2,0
37.68561,-122.13007,2,1
40.789214,-73.819236,2,4
37.207505,-121.720238,2,1
33.908582,-84.22896899999998,2,0
38.639645,-90.440392,3,3
40.69096500000001,-73.996976,2,4
35.13194918615755,-80.8086812492332,2,0
30.656086,-86.878293,2,0
40.015007,-76.155098,2,4
40.458075,-111.914281,2,1
41.905735,-87.96500400000002,2,3
36.13682100000001,-120.164459,2,1
32.70565,-96.623688,3,2
47.299528,-122.181413,2,1
39.749729,-104.993301,2,2
36.815533,-119.824085,2,1
39.79691,-105.04863,3,2
42.624187,-70.70976999999998,2,4
33.528278,-112.151474,2,1
38.560477,-121.464453,2,1
35.78815200000001,-78.650025,2,4
29.783637,-95.468066,2,2
38.57399,-121.384304,2,1
35.665880441495574,-78.56356501541822,2,4
35.609272,-97.564827,2,2
38.104534,-78.42308,2,4
35.092194,-80.933662,2,0
39.68119,-104.936691,2,2
40.588203,-111.900818,2,1
38.57717156391822,-121.50776982249496,2,1
37.663521,-77.540942,2,4
38.951781,-122.724255,2,1
42.536579,-71.241966,2,4
42.78915,-78.774399,2,4
37.86058,-122.503777,2,1
29.735411,-95.466766,2,2
41.973499,-73.908539,2,4
43.001671,-89.20060699999998,3,3
40.814213,-73.020027,2,4
36.904757,-76.124358,2,4
39.360406,-77.15662900000002,2,4
40.051493,-76.32091899999998,2,4
30.338904,-81.760876,2,0
32.715106,-117.102598,2,1
26.60401,-81.646759,2,0
42.3838,-83.17837,3,3
35.291735,-120.649707,2,1
35.253270864318594,-82.21774220427409,2,0
38.09725200000001,-122.733528,2,1
29.732027,-95.466729,2,2
38.779041,-90.359695,2,3
38.985561,-84.562523,2,3
33.735958000000004,-117.994293,3,1
34.27274107916702,-118.56083750668256,2,1
33.386881,-111.95861,2,1
36.308411,-82.33850100000002,3,0
44.984261,-93.288086,3,3
25.78374,-80.26748,2,0
37.77189600000001,-122.223924,2,1
25.926115,-80.153954,2,0
41.263288,-95.948597,2,3
29.025829,-82.01945500000002,2,0
36.169369,-86.67987099999998,2,3
29.960775,-95.547333,2,2
30.264757,-81.60895500000002,3,0
32.905251,-96.700516,2,2
29.98072100000001,-90.05794499999998,3,2
43.002811,-83.723129,2,3
33.5452,-86.759392,3,0
42.798861,-73.764966,2,4
28.547922,-80.851476,2,0
45.14549,-122.88658999999998,2,1
39.977394,-83.150467,3,3
26.106438,-80.168806,3,0
30.374928000000004,-97.729828,2,2
39.563889,-105.026924,2,2
35.884667,-78.568391,2,4
28.491688,-81.430767,2,0
34.15741,-118.4487,3,1
25.984249,-80.165441,2,0
35.671994,-109.171665,2,1
37.700608,-121.794411,2,1
45.52664,-122.56547,2,1
39.89136815052085,-74.7649562355291,2,4
47.65964,-122.322592,2,1
26.583721,-81.86976999999997,2,0
37.263149,-89.567263,4,3
34.895409,-82.08760799999997,1,0
38.956738,-94.732727,3,3
41.493271,-112.053871,2,1
33.705242,-117.855225,2,1
33.527294,-112.418244,2,1
34.54521,-117.30104,2,1
28.333065,-82.666267,2,0
34.785568,-81.30931899999999,2,0
37.340262,-78.97814,2,4
41.066506,-74.056379,2,4
40.799652,-81.393692,3,4
36.845512,-76.252434,3,4
41.28036618213042,-87.30091452556942,2,3
39.875237,-75.277,3,4
35.49903300000001,-119.739259,2,1
40.112381,-75.12307,2,4
35.153919,-89.88768,2,3
40.989464,-77.821708,2,4
34.119426011876484,-117.75810599270936,2,1
33.91555,-118.18852,2,1
26.54603,-81.886696,2,0
33.461158000000005,-112.08284,2,1
37.671537,-120.912951,2,1
47.777715,-122.322798,2,1
38.690605,-121.41985,2,1
34.792642,-118.835828,2,1
34.0389,-118.43988,2,1
35.231226,-80.870496,2,0
40.41972,-80.051547,2,4
40.824251,-73.836276,2,4
30.339476,-87.34684,2,0
41.322087,-74.08133000000002,2,4
37.71256,-122.169856,2,1
34.941245,-82.074065,2,0
38.280514,-85.636909,3,3
33.001148,-80.038124,2,0
42.455158,-83.371208,2,3
40.46637,-74.290405,2,4
37.890147,-121.586692,2,1
33.763397999999995,-117.865168,2,1
40.725723,-73.89846800000002,3,4
33.898959999999995,-81.571899,2,0
33.827636,-118.287477,2,1
33.834571999999994,-117.531464,3,1
38.636184,-77.289743,2,4
25.58164,-80.36615,2,0
34.136524,-117.565862,2,1
34.116291,-117.823921,2,1
33.923342,-118.103681,2,1
41.90419,-88.120491,2,3
32.20689,-110.93515,2,1
40.041942,-75.476386,2,4
42.974209,-83.684227,2,3
34.099270000000004,-117.471191,2,1
40.834358,-73.864632,2,4
33.858000000000004,-117.453404,2,1
25.81711,-80.20644,2,0
30.383481,-91.095267,2,2
45.42025,-122.572601,3,1
38.139864,-122.564073,2,1
30.331579,-97.722786,2,2
28.450015000000004,-81.471375,2,0
30.244469,-92.032753,2,2
37.341221,-79.99754300000002,3,4
40.851467,-73.951302,3,4
44.820721,-93.052734,2,3
41.086555,-111.232719,3,1
39.909054,-104.824554,3,2
25.955589,-80.120225,2,0
41.195,-73.686195,3,4
32.481770000000004,-93.731522,2,2
35.22837,-80.86688000000002,2,0
37.29734000000001,-121.94006,2,1
45.05668,-93.134289,2,3
39.668755,-86.368835,3,3
32.427483,-93.745163,2,2
45.92013716675797,-112.4335992330912,2,1
33.386552,-111.762558,2,1
37.986517,-85.701489,2,3
33.761948,-84.38131,3,0
32.763458,-96.698094,2,2
34.081579999999995,-117.72332,2,1
35.127727,-90.023698,2,3
32.648032,-117.061423,2,1
30.234022,-97.86451,2,2
36.880251,-119.897817,2,1
32.888807058177534,-96.98229432059772,2,2
35.22454099999999,-80.837898,2,0
43.026199,-123.300438,3,1
34.643871000000004,-82.466408,2,0
40.296353,-79.520129,2,4
33.705994,-117.779106,3,1
28.208085,-82.66624300000002,2,0
33.846587,-118.20782,2,1
25.863962,-80.17913100000001,2,0
36.772313,-119.760107,2,1
41.928455,-88.150345,2,3
35.815475,-78.690598,2,4
38.931037,-77.034874,2,4
35.833024,-77.037465,2,4
39.449203,-87.126251,3,3
39.584719,-119.821986,2,1
33.456283,-86.950488,2,0
33.864315748053244,-117.87799000683842,2,1
35.478611,-97.45916,2,2
44.895253,-93.194257,2,3
33.905472,-79.189272,2,0
32.746601,-93.978554,2,2
35.105267,-106.629112,3,2
32.737743,-97.224953,3,2
41.79097,-88.090691,2,3
29.729881,-95.427395,2,2
36.669163,-82.053925,3,0
42.008949,-87.867226,3,3
37.295278,-79.901655,2,4
34.064029999999995,-117.811996,3,1
28.448088,-81.473851,2,0
34.15631,-118.26436,2,1
34.358462,-80.686441,2,0
44.953575,-93.400818,2,3
42.449055,-71.125656,2,4
40.991545,-87.449729,2,3
25.812159,-80.240082,2,0
28.27703834,-81.59810901,2,0
28.279733,-81.365897,2,0
32.724146999999995,-117.155805,2,1
33.842471999999994,-118.28611,3,1
43.179314,-77.63945799999998,2,4
33.319782000000004,-111.97242,3,1
33.988209000000005,-118.405388,2,1
37.648621,-122.091919,2,1
25.846972,-80.21169300000003,2,0
28.341726,-81.403755,2,0
40.945969,-77.7155,3,4
44.996498,-93.282806,3,3
34.059258,-118.252587,2,1
33.88799,-84.254684,2,0
25.884161,-80.35014,2,0
35.258016,-81.011236,2,0
36.161908,-86.775184,2,3
36.529198,-119.791043,2,1
39.58726,-77.64318,4,4
37.343681,-121.768982,2,1
34.113335,-118.24427,2,1
26.616808,-81.724007,2,0
34.06632800000001,-81.0304,2,0
34.010365,-117.90726,2,1
36.32246,-119.648659,2,1
25.788837,-80.204262,3,0
32.82689,-117.165347,2,1
38.8,-77.166,2,4
38.82516500000001,-123.014977,2,1
44.413012,-123.903222,2,1
33.389809,-117.181068,2,1
37.418785,-121.881508,3,1
40.046422,-82.997302,2,3
33.69771,-84.42095,3,0
44.983044,-93.400597,2,3
38.74591469746233,-90.43081641154085,2,3
35.898785,-78.558486,2,4
34.153721000000004,-118.340118,2,1
35.183559,-80.831772,2,0
36.447244,-79.544782,2,4
45.61591,-94.167906,2,3
28.186252000000003,-81.461015,2,0
32.468499,-95.38306,2,2
28.121429,-82.373749,3,0
40.813587,-73.93119,3,4
38.61254,-90.21506,2,3
35.224608,-80.90060799999998,2,0
32.705053,-96.648484,2,2
41.872383,-87.917644,3,3
40.253208875464175,-75.34813284838035,2,4
33.71134,-84.21434,2,0
34.072077,-117.910551,2,1
36.890963,-76.23070799999998,4,4
40.826999,-73.93109399999999,2,4
25.68409,-80.457314,2,0
44.954563,-93.091896,3,3
40.804786,-73.28391500000002,2,4
32.515949,-93.710678,3,2
39.896156,-75.35936,3,4
25.732375,-80.331613,2,0
44.963115,-92.958504,2,3
37.528105,-77.357277,2,4
40.117357,-75.348241,2,4
45.067501,-93.186432,2,3
35.907531,-78.72718,2,4
42.865147,-87.937607,3,3
39.64386,-84.157578,2,3
27.965586,-82.40799,2,0
26.199067000000007,-80.148534,2,0
37.968549,-121.321685,2,1
44.19099,-94.01535,2,3
33.86968017,-117.67154574,2,1
35.37580900000001,-118.955791,2,1
37.32657800000001,-121.876254,2,1
41.234393,-73.03058,2,4
40.9794008729888,-73.81418824160663,2,4
40.804268,-73.931,2,4
40.62738,-74.304108,2,4
37.64413,-122.49192,2,1
41.687869,-91.919125,2,3
33.931202,-118.291794,2,1
39.748187,-75.557565,2,4
33.31252,-117.481081,2,1
43.016906,-78.25681800000002,2,4
36.942493,-76.26655600000002,3,4
25.968916,-80.14787,2,0
38.573112,-89.87616,3,3
34.042435,-81.086686,2,0
41.318748,-112.026313,2,1
39.740258,-104.703242,2,2
32.705457,-96.932878,2,2
37.644404,-77.56987099999998,2,4
40.596298,-75.568901,3,4
39.03109,-77.128998,3,4
32.243992,-80.82621,2,0
33.386299,-111.805435,1,1
29.61043,-95.19635,2,2
38.889729,-76.932762,2,4
39.112751,-121.634689,2,1
42.370731,-87.89624,2,3
47.619682,-122.330429,2,1
28.01045,-82.45386500000002,3,0
33.981905,-118.256421,2,1
41.42181,-81.734482,3,4
25.883627,-80.211609,2,0
27.981571,-82.470225,2,0
41.83332100000001,-88.201317,2,3
39.794785,-104.809654,2,2
25.773553,-80.357734,2,0
37.45227,-122.12716,2,1
38.63799,-121.40508,2,1
34.032913,-84.341171,2,0
40.05888,-111.56449,2,1
41.747328042784936,-86.77088856655706,2,3
39.854202,-105.051335,2,2
35.079208,-90.057091,3,3
29.735634,-95.64006,2,2
41.528151,-81.628025,2,4
32.746122,-96.856883,2,2
35.914234,-78.780594,2,4
33.88772,-117.514671,2,1
33.169552,-117.219081,2,1
25.884097,-80.209198,2,0
32.865759999999995,-96.900049,2,2
39.608803,-76.308472,2,4
30.027811,-90.00178100000002,2,2
45.13326,-93.23301,2,3
34.017849,-79.75147199999998,2,0
32.7804,-96.77682,3,2
33.473293,-112.16906000000002,2,1
32.275997,-90.206304,2,2
36.188422,-79.51176,2,4
40.25273680667757,-76.86924576722684,2,4
35.844561,-78.68037699999998,2,4
25.824641,-80.240902,2,0
30.469419,-83.413963,2,0
37.50958800297971,-122.33339667261916,2,1
